TimeStamp,SCA_ENG,RAW_ENG,MIN_ENG,MAX_ENG,ACT_ENG,SCA_VAL,RAW_VAL,MIN_VAL,MAX_VAL,ACT_VAL,SCA_MED,RAW_MED,MIN_MED,MAX_MED,ACT_MED,SCA_FRU,RAW_FRU,MIN_FRU,MAX_FRU,ACT_FRU,SCA_FOC,RAW_FOC,MIN_FOC,MAX_FOC,ACT_FOC,SCA_EXC,RAW_EXC,MIN_EXC,MAX_EXC,ACT_EXC,SCA_LEX,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1544691616.291819,0.674765,-0.184016,-1.273628,0.213228,1,0.488294,3.918281,-10.444165,18.592467,1,0.245529,0.153992,0.082245,0.342691,1,0.397760,34.965744,14.397103,63.717785,1,0.542741,0.542741,0.000000,1.000000,1,0.495386,8.148176,3.737071,12.641459,1,0.475101,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691626.279155,0.616245,-0.502877,-1.269417,0.213398,1,0.508013,4.076599,-10.439575,18.544838,1,0.260830,0.158156,0.082732,0.341326,1,0.131571,20.398655,14.390875,63.404880,1,0.457052,0.457052,0.000000,1.000000,1,0.637776,9.416078,3.737071,12.641459,1,0.490126,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691636.266245,0.618646,-0.293076,-1.264172,0.211065,1,0.498380,3.583071,-10.469772,18.507432,1,0.243056,0.153122,0.083055,0.339896,1,0.320589,31.222998,14.229226,62.812452,0,0.622069,0.622069,0.000000,1.000000,1,0.453170,7.779607,3.832259,12.542785,1,0.490397,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691646.256202,0.525875,-0.433289,-1.259510,0.207702,1,0.523890,4.143968,-10.467669,18.461920,1,0.225812,0.148026,0.083327,0.338471,1,0.158343,22.288136,14.229226,62.812452,0,0.675865,0.675865,0.000000,1.000000,1,0.693952,9.876943,3.832259,12.542785,1,0.541953,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691656.241332,0.623781,-0.397995,-1.254948,0.206201,1,0.708880,8.348651,-10.440684,18.456861,1,0.299887,0.167494,0.083758,0.337170,1,0.144007,21.201864,14.229226,62.812452,0,0.629463,0.629463,0.000000,1.000000,1,0.509500,8.281997,3.903117,12.497587,1,0.549802,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691666.230023,0.567410,-0.201495,-1.250311,0.202444,1,0.520604,4.133759,-10.409756,18.410310,1,0.285879,0.164071,0.084312,0.335995,1,0.142339,21.069799,14.229226,62.812452,0,0.712546,0.712546,0.000000,1.000000,1,0.925375,11.856229,3.903117,12.497587,1,0.646380,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691676.218090,0.590527,-0.321516,-1.245379,0.199349,1,0.480331,3.350893,-10.426951,18.370829,1,0.279664,0.162566,0.084875,0.334867,1,0.142138,21.053743,14.229226,62.812452,1,0.603810,0.603810,0.000000,1.000000,1,0.730297,10.281891,3.952131,12.619507,1,0.749669,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691686.207011,0.632063,-0.343651,-1.240581,0.196539,1,0.512569,4.415424,-10.452277,18.334178,1,0.232873,0.150319,0.085361,0.333701,1,0.109887,17.969007,13.986536,62.779019,0,0.817339,0.817339,0.000000,1.000000,1,1.000000,12.619507,3.952131,12.619507,1,0.786060,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691696.193195,0.492813,-0.336809,-1.236119,0.193669,1,0.576214,6.640661,-10.457566,18.292222,1,0.223803,0.147712,0.085707,0.332470,1,0.102098,17.166578,13.986536,62.779019,0,0.842313,0.842313,0.000000,1.000000,1,0.861285,11.484741,4.008070,12.688904,1,0.818155,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691706.180849,0.548384,-0.566175,-1.232268,0.189793,1,0.517419,4.444022,-10.445352,18.245716,1,0.303284,0.168042,0.086236,0.331414,1,0.101185,17.069021,13.986536,62.779019,0,0.843784,0.843784,0.000000,1.000000,1,1.000000,12.688904,4.008070,12.688904,1,0.886062,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691716.169375,0.647606,-0.348084,-1.227852,0.186623,1,0.494665,3.709341,-10.485288,18.215439,1,0.238771,0.151857,0.086522,0.330204,1,0.101075,17.057161,13.986536,62.779019,0,0.893233,0.893233,0.000000,1.000000,1,0.989983,12.799882,4.008322,12.888838,1,0.927898,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691726.157575,0.761160,-0.595174,-1.224784,0.186783,1,0.642281,4.142301,-10.601821,18.322885,1,0.326431,0.173030,0.087029,0.329200,1,0.101061,17.055719,13.986536,62.779019,0,0.801466,0.801466,0.000000,1.000000,1,0.613052,9.452539,4.008322,12.888838,1,0.883981,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691736.146248,0.721900,-0.003356,-1.220987,0.186388,1,0.490183,3.412523,-10.618924,18.286087,1,0.279771,0.162288,0.087469,0.328138,1,0.101060,17.055544,13.986536,62.779019,0,0.819979,0.819979,0.000000,1.000000,1,0.839043,11.459458,4.008322,12.888838,1,0.854004,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691746.133188,0.678767,-0.319277,-1.217610,0.186737,1,0.510615,4.350993,-10.636570,18.249354,1,0.252251,0.155400,0.087775,0.327011,1,0.118934,18.107912,13.178701,62.724637,0,0.771309,0.771309,0.000000,1.000000,1,0.607418,9.456403,4.080393,12.930981,1,0.756928,4,4,4,4,4,4,3,4,4,4,4,4,4,4
